,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords
494,CluSoAF: A Cluster-Based Semantic Oriented Analyzing Framework for User Behaviors in Mobile Learning Environment,Human Centered Computing,,,,10.1007/978-3-319-15554-8_28,Nanhui LinGuohua ChenKai ZhengYong Tang,2015,http://link.springer.com/chapter/10.1007/978-3-319-15554-8_28,Chapter,"Mobile learning ,User behavior analysis ,Clustering algorithm ,Semantic similarity "
495,Research on Scale-Out Workloads and Optimal Design of Multicore Processors,Proceedings of International Conference on Soft Computing Techniques and Engineering Application,,,,10.1007/978-81-322-1695-7_19,Qiong WangLi ShenZhiying Wang,2014,http://link.springer.com/chapter/10.1007/978-81-322-1695-7_19,Chapter,"Scale-out workloads ,Throughput ,Latency ,Multicore processors "
496,SNAPWebD and SNAPSync: A Web Desktop and Transparent sync of NFS and Standalone System Logical Volumes,Distributed Computing and Internet Technology,,,,10.1007/978-3-319-04483-5_12,Anupama PotluriKrishna VutukuriGarvit Sharma,2014,http://link.springer.com/chapter/10.1007/978-3-319-04483-5_12,Chapter,
497,Enabling Cross-Platform Mobile Application Development: A Context-Aware Middleware,Web Information Systems Engineering – WISE 2014,,,,10.1007/978-3-319-11746-1_22,Achilleas P. AchilleosGeorgia M. Kapitsaki,2014,http://link.springer.com/chapter/10.1007/978-3-319-11746-1_22,Chapter,"web applications ,context middleware ,context-awareness ,HTML5 ,mobile computing "
498,Advanced Persistent Threat Mitigation Using Multi Level Security – Access Control Framework,Computational Science and Its Applications -- ICCSA 2015,,,,10.1007/978-3-319-21410-8_7,Zakiah ZulkefliManmeet Mahinderjit SinghNurul Hashimah Ahamed Hassain Malim,2015,http://link.springer.com/chapter/10.1007/978-3-319-21410-8_7,Chapter,"Bring Your Own Device (BYOD) model ,Advanced Persistent Threat (APT) ,MLS ,Access control ,Framework "
499,Sociomateriality Implications of Software as a Service Adoption on IT-Workers’ Roles and Changes in Organizational Routines of IT Systems Support,Multidisciplinary Social Networks Research,,,,10.1007/978-3-662-48319-0_20,Freddie MbubaWilliam Yu Chung WangKarin Olesen,2015,http://link.springer.com/chapter/10.1007/978-3-662-48319-0_20,Chapter,"Cloud computing ,Sociomateriality ,IT workers ,Materiality ,Organizational change ,Organizational routines ,On-premise IT system ,Software as a service (SaaS) "
500,"Multimodal Interface Towards Smartphones: The Use of Pico Projector, Passive RGB Imaging and Active Infrared Imaging",Articulated Motion and Deformable Objects,,,,10.1007/978-3-319-08849-5_5,Thitirat Siriborvornratanakul,2014,http://link.springer.com/chapter/10.1007/978-3-319-08849-5_5,Chapter,"Projector-camera ,infrared ,multimodal interface ,smartphone "
501,Cryptanalysis on Symmetric Key Techniques Based Authentication Scheme for Wireless Sensor Networks,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_2,Younsung ChoiYoungsook LeeDongho Won,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_2,Chapter,"User authentication scheme ,Cryptanalysis ,Wireless Sensor Networks "
502,Context-Aware Location Prediction,Big Data Analytics in the Social and Ubiquitous Context,,,,10.1007/978-3-319-29009-6_9,Roni Bar-DavidMark Last,2016,http://link.springer.com/chapter/10.1007/978-3-319-29009-6_9,Chapter,"Context Information ,Traffic Congestion ,Context Feature ,Location Prediction ,Mobile Object "
503,Detecting Aggressive Driving Behavior with Participatory Sensing,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_24,Miguel Angel Ylizaliturri-SalcedoMonica TentoriJ. Antonio Garcia-Macias,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_24,Chapter,"Driving Behavior ,Expertise Interaction ,Android Device ,Average Trip ,Ubiquitous Application "
504,Mixed Reality with a Collaborative Information System,Advances in Services Computing,,,,10.1007/978-3-319-49178-3_16,Charles Z. LiuManolya Kavakli,2016,http://link.springer.com/chapter/10.1007/978-3-319-49178-3_16,Chapter,"Mixed reality ,Ambient interaction ,Human aware computing ,Mixed reality fusion ,Collaborative scalable learning ,QoE-QoS management "
505,GPU Extended Stock Market Software Architecture,Future Access Enablers for Ubiquitous and Intelligent Infrastructures,,,,10.1007/978-3-030-23976-3_34,Alisa KrstovaMarjan GusevVladimir Zdraveski,2019,http://link.springer.com/chapter/10.1007/978-3-030-23976-3_34,Chapter,"Stock market ,GPU ,Parallel programming ,CUDA "
506,Posture and Face Detection with Dynamic Thumbnail Views for Collaborative Distance Learning,Learning and Collaboration Technologies. Technology-Rich Environments for Learning and Collaboration,,,,10.1007/978-3-319-07485-6_23,Takumi YamaguchiHaruya ShibaMasanobu YoshidaYusuke NishiuchiHironobu SatohTakahiko Mendori,2014,http://link.springer.com/chapter/10.1007/978-3-319-07485-6_23,Chapter,"Advanced Educational Environment ,Ubiquitous Learning ,Distance Education "
507,Towards a Fluid Cloud: An Extension of the Cloud into the Local Network,Intelligent Mechanisms for Network Configuration and Security,,,,10.1007/978-3-319-20034-7_7,Bart SpinnewynSteven Latré,2015,http://link.springer.com/chapter/10.1007/978-3-319-20034-7_7,Chapter,"Cloud Computing ,Placement Algorithm ,Multidimensional Knapsack Problem ,Mobile Nature ,Virtual Machine Placement "
508,Distributed Data Fusion for the Internet of Things,Parallel Computing Technologies,,,,10.1007/978-3-319-62932-2_41,Rustem DautovSalvatore Distefano,2017,http://link.springer.com/chapter/10.1007/978-3-319-62932-2_41,Chapter,"Data fusion ,Complex Event Processing ,Distributed architecture ,Internet of Things ,Edge computing ,Cloud computing "
509,An Improvement of NFC-SEC with Signed Exchanges for an e-Prescription-Based Application,"Mobile Computing, Applications, and Services",,,,10.1007/978-3-319-05452-0_13,Mohamad HamzeFabrice PeyrardEmmanuel Conchon,2014,http://link.springer.com/chapter/10.1007/978-3-319-05452-0_13,Chapter,"NFC ,e-prescription ,Security ,e-signature ,ISO/IEC 13157 ,healthcare application "
510,Design of Authentication Protocol Based on Distance-Bounding and Zero-Knowledge for Anonymity in VANET,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_39,Minjin KimKeun-Chang ChoiHanna YouMoon-seog Jun,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_39,Chapter,"Vehicular networks ,Zero-knowledge authentication ,Distance-bounding ,Diffie-Hellman key exchange ,Vehicular security "
511,Identifying Diachronic Topic-Based Research Communities by Clustering Shared Research Trajectories,The Semantic Web: Trends and Challenges,,,,10.1007/978-3-319-07443-6_9,Francesco OsborneGiuseppe ScavoEnrico Motta,2014,http://link.springer.com/chapter/10.1007/978-3-319-07443-6_9,Chapter,"#eswc2014Osborne ,Community Detection ,Scholarly Data ,Scholarly Ontologies ,Semantic Technologies ,Clustering ,Similarity Metrics ,Fuzzy C-Means "
512,RecordMe: A Smartphone Application for Experimental Collections of Large Amount of Data Respecting Volunteer’s Privacy,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_57,David BlachonFrançois PortetLaurent BesacierStéphan Tassart,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_57,Chapter,"Mobile and sensor data acquisition ,Context Sensing technology ,Databases for data mining ,Non-intrusive smart technology "
513,Privacy-Preserving Security Framework for a Social-Aware Internet of Things,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_67,Jorge Bernal BernabeJose Luis HernándezM. Victoria MorenoAntonio F. Skarmeta Gomez,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_67,Chapter,"Internet of Things ,Security ,privacy ,Identity Management "
514,Unified Platform for M2M Telco Providers,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_71,Mário AntunesJoão Paulo BarracaDiogo GomesPaulo OliveiraRui L. Aguiar,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_71,Chapter,"IoT ,IoS ,Service Orchestration ,Telco ,M2M "
515,Autonomous Evaluation of Interaction Resource Adequateness for Ambient Intelligence Scenarios,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_17,Gervasio VarelaAlejandro Paz-LopezJosé A. BecerraRichard J. Duro,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_17,Chapter,"Human-computer interaction ,Ambient-intelligence ,Fuzzy-logic ,User interfaces "
516,Design and Evaluation of an Ambient Lighting Interface of HRV Biofeedback System in Home Setting,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_17,Bin YuJun HuLoe Feijs,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_17,Chapter,"Stress ,Ambient intelligence ,Pervasive healthcare ,Biofeedback "
517,An Ambient Casual Game to Promote Socialization and Active Ageing,Collaboration and Technology,,,,10.1007/978-3-319-10166-8_7,Raymundo CornejoDaniel HernandezMonica TentoriJesus Favela,2014,http://link.springer.com/chapter/10.1007/978-3-319-10166-8_7,Chapter,"social networks ,exergame ,older adults ,ambient games "
518,Real Time Gait Analysis Using RGB Camera,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_12,Mario Nieto-HidalgoJuan Manuel García-Chamizo,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_12,Chapter,"Real time ,Gait analysis ,RGB camera ,Background subtraction "
519,Improving Mobile Video Streaming with Mobility Prediction and Prefetching in Integrated Cellular-WiFi Networks,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_56,Vasilios A. SirisMaria AnagnostopoulouDimitris Dimopoulos,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_56,Chapter,
520,Supporting User Awareness Using Smart Device-Based Notifications,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_34,Gustavo LópezLuis A. Guerrero,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_34,Chapter,"Notification ,User experience ,Smart devices ,Interruption ,Human attention "
521,Security Approaches and Crypto Algorithms in Mobile Cloud Storage Environment to Ensure Data Security,Artificial Intelligence and Security,,,,10.1007/978-3-030-24274-9_47,Micheal Ernest TaylorDavid Aboagye-Darko,2019,http://link.springer.com/chapter/10.1007/978-3-030-24274-9_47,Chapter,"Mobile cloud storage ,Security ,Techniques ,Data "
522,A Survey on Big Data and Collective Intelligence,Algorithmic Aspects of Cloud Computing,,,,10.1007/978-3-319-57045-7_11,Ioannis KarydisSpyros SioutasMarkos AvlonitisPhivos MylonasAndreas Kanavos,2017,http://link.springer.com/chapter/10.1007/978-3-319-57045-7_11,Chapter,"Big Data ,Collective intelligence ,Cloud computing ,NoSQL ,Crowdsourcing ,Distributed systems ,Synergetic networks "
523,ICPN: An Inter-Cloud Polymorphic Network Proposal,Wired/Wireless Internet Communications,,,,10.1007/978-3-319-13174-0_19,Nihed Bahria El AsgharOmar CherkaouiMounir FrikhaSami Tabbane,2014,http://link.springer.com/chapter/10.1007/978-3-319-13174-0_19,Chapter,"Polymorphic network ,inter-Cloud migration ,liveliness "
524,A Quintuple for Describing Complex Information Systems,Knowledge Management in Organizations,,,,10.1007/978-3-319-95204-8_35,Ran TaoFan YanGuohua Liu,2018,http://link.springer.com/chapter/10.1007/978-3-319-95204-8_35,Chapter,"Information system ,Stakeholder ,Cloud computing ,Internet of things ,Big data "
525,DNA Based Cryptography to Improve Usability of Authenticated Access of Electronic Health Records,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-319-73423-1_19,C. S. SreejaMohammed MisbahuddinB. S. Bindhumadhava,2018,http://link.springer.com/chapter/10.1007/978-3-319-73423-1_19,Chapter,"DNA Cryptography ,Confidentiality ,Usability ,Aadhaar ,EHR ,Data breach ,Authentication ,M-health "
526,Comparative Analysis of Artificial Hydrocarbon Networks and Data-Driven Approaches for Human Activity Recognition,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_15,Hiram PonceMaría de Lourdes Martínez-VillaseñorLuis Miralles-Pechúan,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_15,Chapter,"Human activity recognition ,Artificial organic networks ,Artificial hydrocarbon networks ,Wearable sensors ,Supervised learning ,Classification "
527,Necessity of Incentive System for the First Uploader in Client-Side Deduplication,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_57,Taek-Young YounKu-Young Chang,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_57,Chapter,"Storage service ,Incentive system ,Client-side deduplication "
528,In-Memory Processing for Nearest User-Specified Group Search,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_112,Hong-Jun JangWoo-Sung ChoiKyeong-Seok HyunTaehyung LimSoon-Young JungJaehwa Chung,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_112,Chapter,"Nearest user-specified group query ,k-nearest neighbor query "
529,Homography-Based Motion Detection in Screen Content,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_122,Ton Thi Kim LoanXuan-Qui PhamHuu-Quoc NguyenNguyen Dao Tan TriNgo Quang ThaiEui-Nam Huh,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_122,Chapter,"Screen content ,JPEG codec ,Motion detection "
530,Mission Critical IoT Communication in 5G,Future Access Enablers for Ubiquitous and Intelligent Infrastructures,,,,10.1007/978-3-319-27072-2_5,Qi ZhangFrank H. P. Fitzek,2015,http://link.springer.com/chapter/10.1007/978-3-319-27072-2_5,Chapter,"IoT ,Tactile internet ,5G ,SDN ,NFV ,fog/edge computing "
531,Malware Similarity Analysis Based on Graph Similarity Flooding Algorithm,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_5,Jing LiuYongjun WangPeidai XieYuan WangZhijian Huang,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_5,Chapter,"Malware variants ,Similarity analysis ,Function call graph ,Similarity flooding algorithm "
532,A Functional Relationship Based Attestation Scheme for Detecting Compromised Nodes in Large IoT Networks,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_101,Yong-Hyuk MoonYong-Sung JeonChan-Hyun Youn,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_101,Chapter,"Attestation ,Integrity measurement ,Device security ,Threat detection ,Internet of Things "
533,Using Wavelet Transform to Disaggregate Electrical Power Consumption into the Major End-Uses,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_45,Francisco-Javier Ferrández-PastorJuan-Manuel García-ChamizoMario Nieto-HidalgoVicente Romacho-AgudFrancisco Flórez-Revuelta,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_45,Chapter,"Disaggregated energy ,wavelet transform ,electrical consumption ,NILM "
