title,journal,year,keywords
Exploiting Cloud and Workflow Patterns for the Analysis of Composite Cloud Services,Future Generation Computer Systems,2017,"Cloud services, Verification, Patterns, Orchestration"
Cloud-based design and manufacturing: A new paradigm in digital manufacturing and design innovation,Computer-Aided Design,2015,"Cloud-based design and manufacturing, Collaborative design, Distributed manufacturing, Design innovation, Digital manufacturing"
A development approach for collective opportunistic Edge-of-Things services,Information Sciences,2019,"Internet of Things, Edge computing, Smart city, Opportunistic services, Aggregate computing"
Troubling Structures: A Material-Embodied Pedagogy of Technical Difficulty,Computers and Composition,2019,"Pedagogy, technical difficulty, digital literacy, gender, feminism, materiality, embodiment"
Situation-based privacy autonomous management for mobile social networks,Computer Communications,2017,"Mobile social networks, Context-dependent privacy, Situational computing, Fuzzy logic"
Shop-floor Life Cycle Assessment,Procedia CIRP,2017,"shop-floor LCA, MTConnect, LCA, DES Simulation, Sustainable Manufacturing"
A formal approach for modeling context-aware Human–Computer System,Computers & Electrical Engineering,2015,"Human–Computer System, Pervasive computing, Context-awareness, Context modeling, Petri nets, PNML"
Management of social networks in the educational process,Computers in Human Behavior,2015,"Social networks, Community Manager, Educational process, Social interaction"
The evolution of IJHCS and CHI: A quantitative analysis,International Journal of Human-Computer Studies,2019,"Science of science, Scientometrics, Spatial scientometrics, Bibliographic data, Scholarly data, Ontology, Data Mining, Human-Computer Interaction"
A high-performance 1.2V–99μW rail-to-rail CMOS class AB amplifier,Microelectronics Journal,2015,"CMOS analog integrated circuits, Low-power design, Operational amplifiers"
Event-based Summarization for Scientific Literature in Chinese,Procedia Computer Science,2018,"Event, Summarization, Scientific Literature, Text Analysis"
Automation and TECIS,IFAC-PapersOnLine,2015,"Process Automation, Manufacturing Automation, Robots, Social aspects, Ethics"
"Investigation of weekend travel, social networking and transport-support application usage: A structural equation modeling approach",Procedia Computer Science,2018,"Smartphone-based application usage, Pro-environmental attitude, Weekend travel, Structural equation model"
A Narrative Review of Social Media and Game-Based Nutrition Interventions Targeted at Young Adults,Journal of the Academy of Nutrition and Dietetics,2017,"Young adults, Social media, Diet, Behavior therapy, Experimental games"
Two-in-one oblivious signatures,Future Generation Computer Systems,2019,"Authentication, Distributed computing, Discrete-logarithm problem, Oblivious signature, Privacy protection"
Exploiting IoT and big data analytics: Defining Smart Digital City using real-time urban data,Sustainable Cities and Society,2018,"Smart Digital City, Smart Transportation System, Big data, Hadoop"
"Spyware Detection in Android Using Hybridization of Description Analysis, Permission Mapping and Interface Analysis",Procedia Computer Science,2015,"Description, Interface Analysis, Permissions, Source Code Analysis, Spyware"
Worker Activity Recognition in Smart Manufacturing Using IMU and sEMG Signals with Convolutional Neural Networks,Procedia Manufacturing,2018,"Smart Manufacturing, Activity Recognition, Deep Learning, Convolutional Neural Networks (CNN), IMU, sEMG"
The Assessment of Meaningful Outcomes from Co-design: A Case Study from the Energy Sector,"She Ji: The Journal of Design, Economics, and Innovation",2019,"Co-design, Information design, Assessment, Meaning making, Energy"
Correlating Sound and Flow Rate at a Tap,Procedia Engineering,2015,"Water use, flow rate, sound"
Estimating Processing Times within Context-aware Manufacturing Systems,IFAC-PapersOnLine,2015,"Knowledge representation, machine learning, production planning"
A System for Visualizing Routine Structure from WiFi Access,Procedia Manufacturing,2015,"Mobile devices, Mobile phones, Ubiquitious computing, Eigenplace, Eigenbehavior, Eigendecomposition, Principal component analysis, Human mobility, Wireless LAN, WiFi"
Convergence adoption model (CAM) in the context of a smart car service,Computers in Human Behavior,2016,"Convergence Adoption Model, Convergence technology, Smart car service, Adoption intention, Compatibility, Task-technology fit, Visual design, User evaluation"
Uplink resource allocation for multiple access computational offloading,Signal Processing,2020,"Mobile edge computing, Mobile cloud computing, Computation offloading, Resource allocation"
Energy-Efficient Composition of Configurable Operators in Big Data Environment,Procedia Computer Science,2019,"Operators, Operators Composition, Edge Cluster, Energy Efficiency"
HARMS-based Service Discovery Protocol using Address-DNS,Procedia Computer Science,2015,"HARMS, Service discovery, Routing protocol, Broadcasting, Domain Name Service ;"
Norm-based and commitment-driven agentification of the Internet of Things,Internet of Things,2019,"Agentification, Commitment, Internet of Things, Norm, Violation"
Novel Tools for Product-service System Engineering,Procedia CIRP,2016,"Product-service system, cyber physical systems: context sensitivity, service engineering"
Selecting publication keywords for domain analysis in bibliometrics: A comparison of three methods,Journal of Informetrics,2016,"Domain analysis, Keyword analysis, Keyword Activity Index, Digital Library in China"
A flexible multimodal tactile display for delivering shape and material information,Sensors and Actuators A: Physical,2015,"Haptics, Wearable, Multimodal, Flexible, Tactile display"
"Development and testing of iAware model for ubiquitous care of patients with symptoms of stress, anxiety and depression",Computer Methods and Programs in Biomedicine,2019,"Depression, Anxiety, Stress, Gamification, Biodata"
A checkpointed league championship algorithm-based cloud scheduling scheme with secure fault tolerance responsiveness,Applied Soft Computing,2017,"Cloud computing, Job scheduling, League championship algorithm, Metaheuristic algorithms, Fault tolerance"
NUDGES: an assisted strategy for improving heuristic decision in PGE-Product Generation Engineering,Procedia CIRP,2019,"Decision Making, Development Method, Evaluation"
Modelling and Simulation of Alzheimer's Disease Scenarios,Procedia Computer Science,2016,"Alzheimer's disease, Ambient Assisted Living, Simulation ;"
Smart assisted diagnosis solution with multi-sensor Holter,Neurocomputing,2017,"Electrocardiography, Sensor, Clustering, Machine learning, Holter monitoring"
Multi-objective evolutionary computation for topology coverage assessment problem,Knowledge-Based Systems,2019,"Multi-objective optimization, Smart city, Topology coverage assessment problem, Minimum vertex cover problem, Mutual-promoting, Uncovered edge"
Big Building Data - a Big Data Platform for Smart Buildings,Energy Procedia,2017,"Big Data, Building Management Systems, Smart Buildings, Web of Buildings"
Load forecast on intelligent buildings based on temporary occupancy monitoring,Energy and Buildings,2016,"Building occupancy, Energy consumption forecasting, Neural networks, Parking lot occupancy, Intelligent buildings"
Proposal of a Tangible User Interface to Enhance Accessibility in Geological Exhibitions and the Experience of Museum Visitors,Procedia Computer Science,2016,"Technology in museums, Experience of the visit, Tangible user interfaces, Accessibility, Participatory design, Tangible media"
Adaptive weighted imbalance learning with application to abnormal activity recognition,Neurocomputing,2016,"MHealth, Imbalance learning, Two-stage, Fall detection"
Development of Emotional Intervention Strategy Framework Focused on the Socio-pleasure for Pro-environmental Behaviors,Procedia Manufacturing,2015,"Socio-Pleasure, Emotional Design Intervetion, Pro-enviornmental behavior"
How and what to study about IoT: Research trends and future directions from the perspective of social science,Telecommunications Policy,2017,"Internet of Things (IoT), Social science, Literature analysis, AHP, Future directions"
Supervised sparse manifold regression for head pose estimation in 3D space,Signal Processing,2015,"Manifold learning, Supervised learning, Sparse regression, Head pose estimation"
Applications of NILM Techniques to Energy Management and Assisted Living,IFAC-PapersOnLine,2019,"Non-Intrusive Load Monitoring, Home Energy Management Systems, Ambient Assisted Living, Demand Response, Machine Learning, Internet of Things, Smart Grids"
