Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Cloud services integration for farm animals’ behavior studies based on smartphones as activity sensors","Journal of Ambient Intelligence and Humanized Computing","","10","12","10.1007/s12652-018-0845-9","Olivier DebaucheSaïd MahmoudiAndriamasinoro Lalaina Herinaina AndriamandrosoPierre MannebackJérôme BindelleFrédéric Lebeau","2019","http://link.springer.com/article/10.1007/s12652-018-0845-9","Article"
"The Internet: An Educational System for Equalizing Educational Opportunity","Handbook on Promoting Social Justice in Education","","","","10.1007/978-3-319-74078-2_74-1","James E. Berry","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-319-74078-2_74-1","ReferenceWorkEntry"
"A Novel Protocol for Security of Location Based Services in Multi-agent Systems","Wireless Personal Communications","","108","3","10.1007/s11277-019-06499-4","Hussam Al-HamadiChan Yeob YeunMohamed Jamal ZemerlyMahmoud Al-QutayriAmjad GawanmehYousof Al-HammadiErnesto Damiani","2019","http://link.springer.com/article/10.1007/s11277-019-06499-4","Article"
"Banking Crises in Russia: Problems and Strategies of Resolution","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_108","Inna V. MitrofanovaOlga I. LarinaNikolay P. IvanovAltynay S. Adzhikova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_108","Chapter"
"Modeling of Approaches of Product Development and Production Processes: Existing Problems and Proposed Solutions","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_114","Ekaterina P. GarinaAlexander P. GarinSergey D. TsymbalovElena V. RomanovskayaNataliya S. Andryashina","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_114","Chapter"
"International Integration and Approximation of Peoples Through Learning of National Languages","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_83","G. S. MusurmanovaR. M. ToksonalievaA. M. ToksonalievaB. A. GayipovaA. E. Nazhimidinova","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_83","Chapter"
"Development Problems and International Practices of Innovative Technology Transfer as a Factor of Improving Competitiveness of the Economy of the Kyrgyz Republic","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_85","Almaz K. AtabekovMarat T. ZikiraevAzizbek M. TashbaevGulnaz A. MametovaBakytbek A. Maripov","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_85","Chapter"
"Formation of the System of Evaluating the Scale of the Public Sector of the Russian Economy","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_103","Vladimir V. KurchenkovOlga V. FetisovaOlga S. Makarenko","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_103","Chapter"
"Development of International Intercultural Communications of Kyrgyz People Through the Learning of Non-native Languages","Ubiquitous Computing and the Internet of Things: Prerequisites for the Development of ICT","","","","10.1007/978-3-030-13397-9_82","R. M. ToksonalievaG. S. MusurmanovaA. M. ToksonalievaZ. Z. KoshmatovaM. B. Yuldashev","2019","http://link.springer.com/chapter/10.1007/978-3-030-13397-9_82","Chapter"
"Interoperability in Pervasive Health: A Systematic Review","Biomedical Engineering Systems and Technologies","","","","10.1007/978-3-030-29196-9_15","Ana DiasAna Isabel MartinsAlexandra QueirósNelson Pacheco Rocha","2019","http://link.springer.com/chapter/10.1007/978-3-030-29196-9_15","Chapter"
"Gathering Expert Opinions for Social Robots’ Ethical, Legal, and Societal Concerns: Findings from Four International Workshops","International Journal of Social Robotics","","","","10.1007/s12369-019-00605-z","Eduard Fosch-VillarongaChristoph LutzAurelia Tamò-Larrieux","2019","http://link.springer.com/article/10.1007/s12369-019-00605-z","Article"
"Embedding Intelligence Within Data Points for a Machine Learning Framework: “Hex-Elementization”","Intelligent Systems and Applications","","","","10.1007/978-3-030-29516-5_47","Bhuvan UnhelkarGirish Nair","2020","http://link.springer.com/chapter/10.1007/978-3-030-29516-5_47","Chapter"
"Universal Forgery and Multiple Forgeries of MergeMAC and Generalized Constructions","Topics in Cryptology – CT-RSA 2019","","","","10.1007/978-3-030-12612-4_15","Tetsu IwataVirginie LallemandGregor LeanderYu Sasaki","2019","http://link.springer.com/chapter/10.1007/978-3-030-12612-4_15","Chapter"
"The Ethical Limits of Blockchain-Enabled Markets for Private IoT Data","Philosophy & Technology","","","","10.1007/s13347-019-00361-y","Georgy Ishmaev","2019","http://link.springer.com/article/10.1007/s13347-019-00361-y","Article"
"Specialized CSIRT for Incident Response Management in Smart Grids","Journal of Network and Systems Management","","27","1","10.1007/s10922-018-9458-z","Rafael de Jesus MartinsLuis Augusto Dias KnobEduardo Germano da SilvaJuliano Araujo WickboldtAlberto Schaeffer-FilhoLisandro Zambenedetti Granville","2019","http://link.springer.com/article/10.1007/s10922-018-9458-z","Article"
"An Open Source Software Defect Detection Technique Based on Homology Detection and Pre-identification Vulnerabilitys","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_94","Jun YangXuyan SongYu XiongYu Meng","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_94","Chapter"
"Innovation policy and international relations: directions for EU diplomacy","European Journal of Futures Research","","7","1","10.1186/s40309-019-0156-1","Jos Leijten","2019","http://link.springer.com/article/10.1186/s40309-019-0156-1","Article"
"Cryptographic and parallel hash function based on cross coupled map lattices suitable for multimedia communication security","Multimedia Tools and Applications","","78","13","10.1007/s11042-018-7122-y","Yantao LiGuangfu Ge","2019","http://link.springer.com/article/10.1007/s11042-018-7122-y","Article"
"An Energy Aware Trust Based Secure Routing Algorithm for Effective Communication in Wireless Sensor Networks","Wireless Personal Communications","","105","4","10.1007/s11277-019-06155-x","M. SelviK. ThangaramyaSannasi GanapathyK. KulothunganH. Khannah NehemiahA. Kannan","2019","http://link.springer.com/article/10.1007/s11277-019-06155-x","Article"
"Robust hardware-supported chaotic cryptosystems for streaming commutations among reduced computing power nodes","Analog Integrated Circuits and Signal Processing","","98","1","10.1007/s10470-018-1262-x","Pilar MarecaBorja Bordel","2019","http://link.springer.com/article/10.1007/s10470-018-1262-x","Article"
"Research on Aesthetics of Interaction of Mobile Context-Aware Services——A Case Study of Notification System","Human-Computer Interaction. Perspectives on Design","","","","10.1007/978-3-030-22646-6_35","Meiyu LvHequn Qu","2019","http://link.springer.com/chapter/10.1007/978-3-030-22646-6_35","Chapter"
"Application analysis of AI reasoning engine in microblog culture industry","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01338-6","Xuan Huang","2019","http://link.springer.com/article/10.1007/s00779-019-01338-6","Article"
"Cryptanalysis of Reduced sLiSCP Permutation in Sponge-Hash and Duplex-AE Modes","Selected Areas in Cryptography – SAC 2018","","","","10.1007/978-3-030-10970-7_5","Yunwen LiuYu SasakiLing SongGaoli Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-10970-7_5","Chapter"
"Big Data and Machine Learning Meet the Health Sciences","Personalized Psychiatry","","","","10.1007/978-3-030-03553-2_1","Ives Cavalcante PassosPedro BallesterJairo Vinícius PintoBenson MwangiFlávio Kapczinski","2019","http://link.springer.com/chapter/10.1007/978-3-030-03553-2_1","Chapter"
"A Communication Challenges and Framework for the Control and Monitoring of Autonomous Ship","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-13-9341-9_82","Kwangil Lee","2020","http://link.springer.com/chapter/10.1007/978-981-13-9341-9_82","Chapter"
"Use of Digital-Physical Security System in a Developing Country’s Port: A Case Study of Ghana","ICT Unbounded, Social Impact of Bright ICT Adoption","","","","10.1007/978-3-030-20671-0_13","Fred Amankwah-Sarfo","2019","http://link.springer.com/chapter/10.1007/978-3-030-20671-0_13","Chapter"
"Implementation of Authentication and Access Control Protocol for Heterogeneous Network","Pervasive Computing: A Networking Perspective and Future Directions","","","","10.1007/978-981-13-3462-7_1","Vivek UgaleSwati Suresh PawarYogesh Murlidhar Gaikwad","2019","http://link.springer.com/chapter/10.1007/978-981-13-3462-7_1","Chapter"
"Hybrid multicriteria fuzzy classification of network traffic patterns, anomalies, and protocols","Personal and Ubiquitous Computing","","23","5 - 6","10.1007/s00779-017-1096-z","F. Al-ObeidatE.-S. M. El-Alfy","2019","http://link.springer.com/article/10.1007/s00779-017-1096-z","Article"
"Privacy Preserving Government Data Sharing Based on Hyperledger Blockchain","Advances in E-Business Engineering for Ubiquitous Computing","","","","10.1007/978-3-030-34986-8_27","Yurong HaoChunhui PiaoYongbin ZhaoXuehong Jiang","2020","http://link.springer.com/chapter/10.1007/978-3-030-34986-8_27","Chapter"
"Search. Review. Repeat? An empirical study of threats to replicating SLR searches","Empirical Software Engineering","","","","10.1007/s10664-019-09763-0","Jacob KrügerChristian LausbergerIvonne von Nostitz-WallwitzGunter SaakeThomas Leich","2019","http://link.springer.com/article/10.1007/s10664-019-09763-0","Article"
"Anchor of trust: towards collusion-resistant trusted indoor location for enterprise and industrial use","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01220-5","Jacob T. BiehlAdam J. LeeGerry Filby","2019","http://link.springer.com/article/10.1007/s00779-019-01220-5","Article"
"Descriptive theory of awareness for groupware development","Journal of Ambient Intelligence and Humanized Computing","","10","12","10.1007/s12652-018-1165-9","César A. CollazosFrancisco L. GutiérrezJesús GallardoManuel OrtegaHabib M. FardounAna Isabel Molina","2019","http://link.springer.com/article/10.1007/s12652-018-1165-9","Article"
"Finger Gesture Recognition Based on 3D-Accelerometer and 3D-Gyroscope","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-29551-6_36","Wenchao MaJunfeng HuJun LiaoZhencheng FanJianjun WuLi Liu","2019","http://link.springer.com/chapter/10.1007/978-3-030-29551-6_36","Chapter"
"The Study and Realization of Vulnerability-Oriented Fuzzing Technology for ActiveX Plug-Ins","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_93","Baojiang CuiPin Mao","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_93","Chapter"
"Retrieving Multiple Patient Information by Using the Virtual MIMO and Path Beacon in Wireless Body Area Network","Wireless Personal Communications","","108","4","10.1007/s11277-019-06525-5","P. Mohamed ShakeelS. BaskarS. Selvakumar","2019","http://link.springer.com/article/10.1007/s11277-019-06525-5","Article"
"Affect and the Expression of Emotions on the Internet: An Overview of Current Research","Second International Handbook of Internet Research","","","","10.1007/978-94-024-1555-1_45","Javier Serrano-Puche","2020","http://link.springer.com/referenceworkentry/10.1007/978-94-024-1555-1_45","ReferenceWorkEntry"
"Key Technologies of Anomaly Detection Using PCA-LSTM","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-030-22263-5_24","Zhong-shi GaoYang SuYi DingYu-dong LiuXu-an WangJun-wei Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-22263-5_24","Chapter"
"Designing a Cybersecurity Board Game Based on Design Thinking Approach","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_63","Shian-Shyong TsengTsung-Yu YangYuh-Jye WangAi-Chin Lu","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_63","Chapter"
"A Markov-Based Model for Information Security Risk Assessment in Healthcare MANETs","Information Systems Frontiers","","21","5","10.1007/s10796-017-9809-4","Saini DasArunabha MukhopadhyayDebashis SahaSamir Sadhukhan","2019","http://link.springer.com/article/10.1007/s10796-017-9809-4","Article"
"Models@run.time: a guided tour of the state of the art and research challenges","Software & Systems Modeling","","18","5","10.1007/s10270-018-00712-x","Nelly BencomoSebastian GötzHui Song","2019","http://link.springer.com/article/10.1007/s10270-018-00712-x","Article"
"Data-driven smart sustainable urbanism: the intertwined societal factors underlying its materialization, success, expansion, and evolution","GeoJournal","","","","10.1007/s10708-019-10061-x","Simon Elias Bibri","2019","http://link.springer.com/article/10.1007/s10708-019-10061-x","Article"
"Overview of Data Deduplication Technology in a Cloud Storage Environment","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-13-9341-9_80","Won-Bin KimIm-Yeong Lee","2020","http://link.springer.com/chapter/10.1007/978-981-13-9341-9_80","Chapter"
"A Multi-task Decomposition and Reorganization Scheme for Collective Computing Using Extended Task-Tree","Green, Pervasive, and Cloud Computing","","","","10.1007/978-3-030-15093-8_16","Zhenhua ZhangYunlong ZhaoYang LiKun ZhuRan Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-15093-8_16","Chapter"
"Trust Management Approaches in Mobile Adhoc Networks","Ubiquitous Computing and Computing Security of IoT","","","","10.1007/978-3-030-01566-4_4","R. VijayanN. Jeyanthi","2019","http://link.springer.com/chapter/10.1007/978-3-030-01566-4_4","Chapter"
"Hybrid SFLA-GA algorithm for an optimal resource allocation in cloud","Cluster Computing","","22","2","10.1007/s10586-018-2011-8","S. KayalviliM. Selvam","2019","http://link.springer.com/article/10.1007/s10586-018-2011-8","Article"
"The Study of MME Pool Management and Fault Tolerance in 5G Networks with SDN Controllers","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-319-93554-6_57","Fang-Yie LeuCheng-Yan Gu","2019","http://link.springer.com/chapter/10.1007/978-3-319-93554-6_57","Chapter"
