Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"DETERMINING THE FORENSIC DATA REQUIREMENTS FOR INVESTIGATING HYPERVISOR ATTACKS","Advances in Digital Forensics XV","","","","10.1007/978-3-030-28752-8_14","Changwei LiuAnoop SinghalRamaswamy ChandramouliDuminda Wijesekera","2019","http://link.springer.com/chapter/10.1007/978-3-030-28752-8_14","Chapter"
"Challenges to Developing a Secure, Cloud-Based Offline Mobile Application","Ubiquitous Communications and Network Computing","","","","10.1007/978-3-319-73423-1_5","Sambit Kumar PatraNavin Kumar","2018","http://link.springer.com/chapter/10.1007/978-3-319-73423-1_5","Chapter"
"A Dataset of Routine Daily Activities in an Instrumented Home","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_43","Julien CuminGrégoire LefebvreFano RamparanyJames L. Crowley","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_43","Chapter"
"A Data Analytics Schema for Activity Recognition in Smart Home Environments","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_9","Giancarlo FortinoAndrea GiordanoAntonio GuerrieriGiandomenico SpezzanoAndrea Vinci","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_9","Chapter"
"Self-monitoring and Technology: Challenges and Open Issues in Personal Informatics","Universal Access in Human-Computer Interaction. Design for All and Accessibility Practice","","","","10.1007/978-3-319-07509-9_58","Amon RappFederica Cena","2014","http://link.springer.com/chapter/10.1007/978-3-319-07509-9_58","Chapter"
"Declarative Programming for Mobile Crowdsourcing: Energy Considerations and Applications","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_19","Jurairat PhuttharakSeng W. Loke","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_19","Chapter"
"A Study of Applying Slow Technology on Wearable Devices","Human-Computer Interaction. Interaction in Context","","","","10.1007/978-3-319-91244-8_46","Meng-Dar ShiehShu-hui MengTzu Yu ChuangFang-Chen HsuChih-Chieh Yang","2018","http://link.springer.com/chapter/10.1007/978-3-319-91244-8_46","Chapter"
"Secure Deletion for Flash-Based Self-Encrypting Drives","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_80","Hanwook LeeJongho MunJiye KimYoungsook LeeDongho Won","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_80","Chapter"
"Situated Micro-displays for Activity-Aware Systems","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_42","Esunly MedinaFahim KawsarRoc MeseguerSergio F. Ochoa","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_42","Chapter"
"Exploration of Human Activities Using Sensing Data via Deep Embedded Determination","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-319-94268-1_39","Yiqi WangEn ZhuQiang LiuYingwen ChenJianping Yin","2018","http://link.springer.com/chapter/10.1007/978-3-319-94268-1_39","Chapter"
"OpenCL Task Partitioning in the Presence of GPU Contention","Languages and Compilers for Parallel Computing","","","","10.1007/978-3-319-09967-5_5","Dominik GreweZheng WangMichael F. P. O’Boyle","2014","http://link.springer.com/chapter/10.1007/978-3-319-09967-5_5","Chapter"
"Nonlinear Methodologies Applied to Automatic Recognition of Emotions: An EEG Review","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_73","Beatriz García-MartínezArturo Martínez-RodrigoRaúl AlcarazAntonio Fernández-CaballeroPascual González","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_73","Chapter"
"The Entwinement Logic of Practices","Information Systems and Global Assemblages. (Re)Configuring Actors, Artefacts, Organizations","","","","10.1007/978-3-662-45708-5_5","Hameed ChughtaiMichael D. Myers","2014","http://link.springer.com/chapter/10.1007/978-3-662-45708-5_5","Chapter"
"Framework for Cloud Usability","Human Aspects of Information Security, Privacy, and Trust","","","","10.1007/978-3-319-20376-8_59","Brian StantonMary TheofanosKaruna P. Joshi","2015","http://link.springer.com/chapter/10.1007/978-3-319-20376-8_59","Chapter"
"A Mobile Brain-Computer Interface for Clinical Applications: From the Lab to the Ubiquity","Biomedical Applications Based on Natural and Artificial Computing","","","","10.1007/978-3-319-59773-7_8","Jesus MinguillonMiguel Angel Lopez-GordoChristian MorillasFrancisco Pelayo","2017","http://link.springer.com/chapter/10.1007/978-3-319-59773-7_8","Chapter"
"Investigating TOE Factors Affecting the Adoption of a Cloud-Based EMR System in the Free-State, South Africa","Emerging Technologies for Developing Countries","","","","10.1007/978-3-319-67837-5_23","Nomabhongo MasanaGerald Maina Muriithi","2018","http://link.springer.com/chapter/10.1007/978-3-319-67837-5_23","Chapter"
"ICMS: A Cloud-Based System for Production Management","Advances in Production Management Systems: Innovative Production Management Towards Sustainable Growth","","","","10.1007/978-3-319-22759-7_52","Xi Vincent WangLihui WangMohammad Givehchi","2015","http://link.springer.com/chapter/10.1007/978-3-319-22759-7_52","Chapter"
"Modeling and Simulation of Integration of Internet of Things and Manufacturing Industry 4.0","Applied Computer Sciences in Engineering","","","","10.1007/978-3-030-00353-1_21","José Ignacio Rodríguez-MolanoJenny Alexandra Triana-CasallasLeonardo Emiro Contreras-Bravo","2018","http://link.springer.com/chapter/10.1007/978-3-030-00353-1_21","Chapter"
"Classification of Pathologies Using a Vision Based Feature Extraction","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_28","Mario Nieto-HidalgoJuan Manuel García-Chamizo","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_28","Chapter"
"C2CU : A CUDA C Program Generator for Bulk Execution of a Sequential Algorithm","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-11194-0_14","Daisuke TakafujiKoji NakanoYasuaki Ito","2014","http://link.springer.com/chapter/10.1007/978-3-319-11194-0_14","Chapter"
"Security and Efficiency Analysis on a Simple Keyword Search Scheme over Encrypted Data in Cloud Storage Services","Internet of Vehicles – Technologies and Services","","","","10.1007/978-3-319-11167-4_36","Chun-Ta LiJau-Ji ShenChin-Wen Lee","2014","http://link.springer.com/chapter/10.1007/978-3-319-11167-4_36","Chapter"
"Identity Privacy-Preserving Public Auditing with Dynamic Group for Secure Mobile Cloud Storage","Network and System Security","","","","10.1007/978-3-319-11698-3_3","Yong YuYi MuJianbing NiJiang DengKe Huang","2014","http://link.springer.com/chapter/10.1007/978-3-319-11698-3_3","Chapter"
"Task Scheduling for Streaming Applications in a Cloud-Edge System","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-24900-7_9","Fei YinXinjia LiXin LiYize Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-24900-7_9","Chapter"
"Tuning HipGISAXS on Multi and Many Core Supercomputers","High Performance Computing Systems. Performance Modeling, Benchmarking and Simulation","","","","10.1007/978-3-319-10214-6_11","Abhinav SarjeXiaoye S. LiAlexander Hexemer","2014","http://link.springer.com/chapter/10.1007/978-3-319-10214-6_11","Chapter"
"Data Structures Modelling for Citizen Tracking Based Applications in Smart Cities","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_21","Alejandro Sirvent-LlamasHiginio MoraVirgilio Gilart-IglesiasMaría Dolores Andújar-MontoyaRaquel Pérez-del HoyoAlberto de Ramón-Fernandez","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_21","Chapter"
"Teaching a Virtual Robot to Perform Tasks by Learning from Observation","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_10","Cristina TîrnăucăJosé L. MontañaCarlos Ortiz–SobremazasSantiago OntañónAvelino J. González","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_10","Chapter"
"An Estimation-Based Task Load Balancing Scheduling in Spot Clouds","Network and Parallel Computing","","","","10.1007/978-3-662-44917-2_55","Daeyong JungHeeSeok ChoiDaeWon LeeHeonchang YuEunyoung Lee","2014","http://link.springer.com/chapter/10.1007/978-3-662-44917-2_55","Chapter"
"Securing the Web of Things with Role-Based Access Control","Codes, Cryptology, and Information Security","","","","10.1007/978-3-319-18681-8_2","Ezedine BarkaSujith Samuel MathewYacine Atif","2015","http://link.springer.com/chapter/10.1007/978-3-319-18681-8_2","Chapter"
"Matching Context Aware Software Testing Design Techniques to ISO/IEC/IEEE 29119","Software Process Improvement and Capability Determination","","","","10.1007/978-3-319-19860-6_4","Santiago MatalongaFelyppe RodriguesGuilherme H. Travassos","2015","http://link.springer.com/chapter/10.1007/978-3-319-19860-6_4","Chapter"
"Review on Context Classification in Robotics","Rough Sets and Intelligent Systems Paradigms","","","","10.1007/978-3-319-08729-0_26","Fábio MirandaTiago Cabral FerreiraJoão Paulo PimentãoPedro Sousa","2014","http://link.springer.com/chapter/10.1007/978-3-319-08729-0_26","Chapter"
"Intelligent Learning Ecosystem in M-Learning Systems","Telematics and Computing","","","","10.1007/978-3-030-33229-7_19","Diana Carolina Burbano GonzalezClara Lucia Burbano GonzalezCristian Barria Huidobro","2019","http://link.springer.com/chapter/10.1007/978-3-030-33229-7_19","Chapter"
"Exploring Initiative Interactions on a Proxemic and Ambient Public Screen","Human-Computer Interaction. Advanced Interaction Modalities and Techniques","","","","10.1007/978-3-319-07230-2_54","Huiliang JinBertrand DavidRené Chalon","2014","http://link.springer.com/chapter/10.1007/978-3-319-07230-2_54","Chapter"
"Robust Feature Design for Object Detection","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_17","Woong HuMin-su KooJae-Hyun NamByung-Gyu KimSung-Ki Kim","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_17","Chapter"
"Augmenting Human Cognition with Adaptive Augmented Reality","Foundations of Augmented Cognition. Advancing Human Performance and Decision-Making through Adaptive Systems","","","","10.1007/978-3-319-07527-3_10","Jayfus T. DoswellAnna Skinner","2014","http://link.springer.com/chapter/10.1007/978-3-319-07527-3_10","Chapter"
"Application-Assisted Dynamic Attestation for JVM-Based Cloud","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27161-3_63","Haihe BaHuaizhe ZhouZhiying WangJiangchun RenTie HongYiming Li","2015","http://link.springer.com/chapter/10.1007/978-3-319-27161-3_63","Chapter"
"Collaborative Systems for Smart Environments: Trends and Challenges","Collaborative Systems for Smart Networked Environments","","","","10.1007/978-3-662-44745-1_1","Luis M. Camarinha-MatosHamideh Afsarmanesh","2014","http://link.springer.com/chapter/10.1007/978-3-662-44745-1_1","Chapter"
"Designing for End-User Development in the Internet of Things","End-User Development","","","","10.1007/978-3-319-18425-8_2","Barbara Rita BarricelliStefano Valtolina","2015","http://link.springer.com/chapter/10.1007/978-3-319-18425-8_2","Chapter"
"Cloud Sensor Ontology and Linked Data to Support Autonomicity in Cloud Application Platforms","Knowledge Engineering and the Semantic Web","","","","10.1007/978-3-319-11716-4_3","Rustem DautovIraklis ParaskakisMike Stannett","2014","http://link.springer.com/chapter/10.1007/978-3-319-11716-4_3","Chapter"
"A Graph-Based Cloud Architecture for Big Stream Real-Time Applications in the Internet of Things","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-14886-1_10","Laura BelliSimone CiraniGianluigi FerrariLorenzo MelegariMarco Picone","2015","http://link.springer.com/chapter/10.1007/978-3-319-14886-1_10","Chapter"
"Towards a Model-Driven Approach for Sensor Management in Wireless Body Area Networks","Internet and Distributed Computing Systems","","","","10.1007/978-3-319-11692-1_29","Ángel Ruiz-ZafraManuel NogueraKawtar Benghazi","2014","http://link.springer.com/chapter/10.1007/978-3-319-11692-1_29","Chapter"
"Designing for Scalability and Trustworthiness in mHealth Systems","Distributed Computing and Internet Technology","","","","10.1007/978-3-319-14977-6_7","Sanjiva Prasad","2015","http://link.springer.com/chapter/10.1007/978-3-319-14977-6_7","Chapter"
"A Fast Algorithm to Build New Users Similarity List in Neighbourhood-Based Collaborative Filtering","Advances in Parallel and Distributed Computing and Ubiquitous Services","","","","10.1007/978-981-10-0068-3_30","Zhigang LuHong Shen","2016","http://link.springer.com/chapter/10.1007/978-981-10-0068-3_30","Chapter"
"Online Change Detection for Timely Solicitation of User Interaction","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_21","Timothy PattersonSally McCleanChris NugentShuai ZhangLeo GalwayIan Cleland","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_21","Chapter"
"Analyzing Topics and Trends in the PRIMA Literature","PRIMA 2016: Principles and Practice of Multi-Agent Systems","","","","10.1007/978-3-319-44832-9_13","Hoa Khanh DamAditya Ghose","2016","http://link.springer.com/chapter/10.1007/978-3-319-44832-9_13","Chapter"
"ECG-Based Human Emotion Recognition Across Multiple Subjects","Future Access Enablers for Ubiquitous and Intelligent Infrastructures","","","","10.1007/978-3-030-23976-3_3","Desislava NikolovaPetia MihaylovaAgata ManolovaPetia Georgieva","2019","http://link.springer.com/chapter/10.1007/978-3-030-23976-3_3","Chapter"
"A Zero-Watermarking Scheme Based on Spread Spectrum and Holography","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_54","De LiDaYou JiangJong Weon Kim","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_54","Chapter"
"Data Analysis of Automated Monitoring System Based on Target Features","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_21","M. S. IslamJ. C. LeeJ. P. ShinU. P. Chong","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_21","Chapter"
"Algorithms for Lightweight Key Exchange","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_58","Rafael ÁlvarezJuan SantonjaAntonio Zamora","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_58","Chapter"
"A Fuzzy Reasoning Process for Conversational Agents in Cognitive Cities","Enterprise Information Systems","","","","10.1007/978-3-030-26169-6_6","Sara D’OnofrioStefan Markus MüllerEdy Portmann","2019","http://link.springer.com/chapter/10.1007/978-3-030-26169-6_6","Chapter"
"AcTrak - Unobtrusive Activity Detection and Step Counting Using Smartphones","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_35","Vivek ChandelAnirban Dutta ChoudhuryAvik GhoseChirabrata Bhaumik","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_35","Chapter"
